"2401","A) marginal performance  ","0","673"
"2402","B) negotiated commissions  ","0","673"
"2403","C) fixed-commission schedules  ","1","673"
"2404","D) percentage of earnings   ","0","673"
"2405","A) load  ","0","674"
"2406","B) will  ","0","674"
"2407","C) trust  ","0","674"
"2408","D) risk   ","1","674"
"2409","A) gross value  ","0","675"
"2410","B) cash value  ","1","675"
"2411","C) adjusted value  ","0","675"
"2412","D) par value   ","0","675"
"2413","A) January 31  ","0","676"
"2414","B) January 15  ","0","676"
"2415","C) March 1  ","0","676"
"2416","D) April 15   ","1","676"
"2417","A) car loans  ","0","677"
"2418","B) revolving credit cards  ","0","677"
"2419","C) department store credit card charges  ","0","677"
"2420","D) mortgages   ","1","677"
"2421","A) Street name  ","1","678"
"2422","B) Day trader  ","0","678"
"2423","C) Market order  ","0","678"
"2424","D) Insured   ","0","678"
"2425","A) debenture  ","0","679"
"2426","B) market order  ","0","679"
"2427","C) percent yield  ","1","679"
"2428","D) market value   ","0","679"
"2429","A) Participating  ","0","680"
"2430","B) Blue chip  ","0","680"
"2431","C) Common  ","0","680"
"2432","D) Preferred   ","1","680"
"2433","A) high risk company  ","0","681"
"2434","B) defensive company  ","0","681"
"2435","C) growth company  ","1","681"
"2436","D) conservative company   ","0","681"
"2437","A) collateralized mortgage operation  ","0","682"
"2438","B) Gross Domestic Product  ","0","682"
"2439","C) Consumer Product Index  ","1","682"
"2440","D) inflation index   ","0","682"
"2441","A) balance fund  ","0","683"
"2442","B) index fund  ","1","683"
"2443","C) global fund  ","0","683"
"2444","D) growth fund   ","0","683"
"2445","A) stocks  ","0","684"
"2446","B) corporate stock  ","0","684"
"2447","C) mutual fund  ","1","684"
"2448","D) bonds       ","0","684"
"2449","A) Secured bonds  ","0","685"
"2450","B) Debenture bonds  ","0","685"
"2451","C) Savings bonds  ","0","685"
"2452","D) Convertible bonds   ","1","685"
"2453","A) Secured  ","1","686"
"2454","B) Corporate  ","0","686"
"2455","C) Speculative  ","0","686"
"2456","D) Unsecured   ","0","686"
"2457","A) prospecting  ","0","687"
"2458","B) yielding  ","0","687"
"2459","C) turn over  ","0","687"
"2460","D) churning     ","1","687"
"2581","the avenues through which messages are delivered; also known as channels","0","703"
"2582","advertising designed to increase sales","1","703"
"2583","newspapers, magazines, direct mail, signs, and billboards used in advertising","0","703"
"2584","Entrepreneurship","0","704"
"2585","Bonds and Stocks","0","704"
"2586","Developing Budgets","1","704"
"2587","Financing","0","704"
"2588","A) Social Class","1","705"
"2589","B) Social Pyramid","0","705"
"2590","Open Hours","0","706"
"2591","Business Objective","0","706"
"2592","Location","1","706"
"2593","Owner","0","707"
"2594","Consumer","0","707"
"2595","Target Market","1","707"
"2596","It's important have the right impression","1","708"
"2597","Involves a Huge Sum of Money","1","708"
"2598","People don't care","0","708"
"2599","Color","1","709"
"2600","Topic","0","709"
"2601","Value","0","709"
"2602","True","0","710"
"2603","False","1","710"
"2604","Financing","1","711"
"2605","Distribution","0","711"
"2606","Selling","0","711"
"2607","Financing","1","712"
"2608","Selling","0","712"
"2609","Promotion","0","712"
"2610","True","1","713"
"2611","False","0","713"
"2612","a corporation's first sale of stock to public investors, By definition, a primary market transaction","1","714"
"2613","a ""negotiated market"" including NASDAQ and non- NASDAQ securities trading","0","714"
"2614","an investor's expression of interest in purchasing a new issue of securities after reading the prel","0","714"
"2615","NYSE","0","715"
"2616","Russell 2000","0","715"
"2617","S & P 500","1","715"
"2618","Odd lot","1","716"
"2619","Full lot","0","716"
"2620","Partial Lot","0","716"
"2621","1099-INT","1","717"
"2622","1099-DIV","0","717"
"2623","W-4","0","717"
"2624","insurance","0","718"
"2625","return","1","718"
"2626","credit","0","718"
"2627","True","0","719"
"2628","False","1","719"
"2629","short-term loans","0","720"
"2630","mortgages","1","720"
"2631","simple interest loans","0","720"
"2632","asset expansion","0","721"
"2633","asset appreciation","1","721"
"2634","appreciation","1","721"
"2635","growth stocks","0","722"
"2636","income stocks","1","722"
"2637","speculative stocks","0","722"
"2698","Audience share is declining due to ad fragmentation","0","738"
"2699","Proven success record for promoting mass consumer products","1","738"
"2700","Increasing use of DVRs reduces impact of commericals","0","738"
"2701","Lists the bones of the story","1","739"
"2702","Has interviews of everyone involved","0","739"
"2703","Is written from research","0","739"
"2704","35 Cherry St.","0","740"
"2705","26 Rose Ave.","0","740"
"2706","59 Vine Dr.","1","740"
"2707","The Internet","0","741"
"2708","Plagarism","1","741"
"2709","Stealing","0","741"
"2710","FDA","1","742"
"2711","FCC","0","742"
"2712","FBI","0","742"
"3193","A) family relationship.  ","0","863"
"3194","B) community relations.  ","0","863"
"3195","C) standard of living.  ","1","863"
"3196","D) budget management.   ","0","863"
"3197","A) to skim the market.  ","0","864"
"3198","B) to interpret findings.  ","0","864"
"3199","C) to identify new vendors.  ","0","864"
"3200","D) to develop new products.   ","1","864"
"3201","A) Conducting sales promotion activities at infrequent intervals will boost long-term sales.  ","0","865"
"3202","B) Most successful sales promotions use only one media vehicle.  ","0","865"
"3203","C) Successful sales promotions often use consistent themes that are coordinated with advertising efforts.  ","1","865"
"3204","D) Promotional activities are not regulated by the government.   ","0","865"
"3205","A) mobile advertising.  ","1","866"
"3206","B) video advertising.  ","0","866"
"3207","C) webisodes.  ","0","866"
"3208","D) viral videos.   ","0","866"
"3209","A) situational analysis.  ","0","867"
"3210","B) strengths.  ","1","867"
"3211","C) sales.  ","0","867"
"3212","D) synergy.        ","0","867"
"3213","A) percentage of past sales  ","0","868"
"3214","B) competitive parity  ","0","868"
"3215","C) percentage of anticipated sales  ","0","868"
"3216","D) objective and task   ","1","868"
"3217","A) opinions  ","0","869"
"3218","B) attitudes  ","0","869"
"3219","C) age  ","1","869"
"3220","D) lifestyle   ","0","869"
"3221","A) producer  ","0","870"
"3222","B) consumer  ","0","870"
"3223","C) agent or broker  ","1","870"
"3224","D) retailer   ","0","870"
"3225","A) buying produce from a farmer at a farmers market  ","0","871"
"3226","B) buying produce from a grocery store  ","1","871"
"3227","C) calling L.L.Bean to buy a sweater  ","0","871"
"3228","D) ordering jewelry online   ","0","871"
"3229","A) express claim.  ","1","872"
"3230","B) subliminal message.  ","0","872"
"3231","C) promise.  ","0","872"
"3232","D) implied claim.   ","0","872"
"3233","A) a television commercial that is considered indecent  ","0","873"
"3234","B) a mail fraud scam  ","0","873"
"3235","C) an unsafe product advertised on the radio  ","1","873"
"3236","D) unwanted text messages and e-mails from advertisers     ","0","873"
"3237","A) France.  ","0","874"
"3238","B) the United States.  ","0","874"
"3239","C) South America.  ","1","874"
"3240","D) the United Kingdom.   ","0","874"
"3241","A) ethnocentrism.  ","0","875"
"3242","B) visual diversity.  ","1","875"
"3243","C) diversity manipulation.  ","0","875"
"3244","D) discrimination.   ","0","875"
"3245","A) a preference for working alone  ","1","876"
"3246","B) a willingness to work hard for high compensation  ","0","876"
"3247","C) a preference for a less structured environment  ","0","876"
"3248","D) a love of movies and music   ","0","876"
"3249","A) global.  ","0","877"
"3250","B) global.  ","0","877"
"3251","C) universal.  ","0","877"
"3252","D) viral.     ","1","877"
"3553","A) Increasing use of DVRs reduces impact of commercials  ","0","953"
"3554","B) Proven success record for promoting mass consumer products  ","1","953"
"3555","C) Audience share is declining due to add fragmentation  ","0","953"
"3556","D) TV shows skew older and lower income   ","0","953"
"3557","A) 50 shared or reposted news stories videos or images  ","0","954"
"3558","B) Less than 10 of online users commented about the news  ","1","954"
"3559","C) 14 posted pictures of news  ","0","954"
"3560","D) 12 posted videos of news   ","0","954"
"3561","A) teaser  ","1","955"
"3562","B) PR  ","0","955"
"3563","C) promo  ","0","955"
"3564","D) commercial   ","0","955"
"3565","A) Once the news is reported it is copyrighted and no one else can cover that story  ","0","956"
"3566","B) Successful news reporting is built around exclusive interviews with prominent media  ","0","956"
"3567","C) No one can be excluded from the news  ","0","956"
"3568","D) Once the news is reported anyone else can use it including competitors reporting their version of your news   ","1","956"
"3569","A) Lists the bones of the story  ","1","957"
"3570","B) Has Interviews of everyone involved  ","0","957"
"3571","C) Is written from research  ","0","957"
"3572","D) Makes conclusions       ","0","957"
"3573","A) 35 Cherry St.  ","0","958"
"3574","B) 26 Rose Ave.  ","0","958"
"3575","C) 90 Holmes Blvd.  ","0","958"
"3576","D) 59 Vine Dr.   ","1","958"
"3577","A) Budget announced by President. Congress to discuss it  ","0","959"
"3578","B) President announces budget Congress to discuss it  ","1","959"
"3579","C) President announces budget: Congress is going to discuss it  ","0","959"
"3580","D) Budget announced by PresidentCongress will be discussing it   ","0","959"
"3581","A) Stealing  ","0","960"
"3582","B) Attribution  ","0","960"
"3583","C) Plagiarism  ","1","960"
"3584","D) The Internet   ","0","960"
"3585","A) FDA  ","1","961"
"3586","B) FCC  ","0","961"
"3587","C) FBI  ","0","961"
"3588","D) FTC   ","0","961"
"3589","A) Ask the teacher whether she prefers to complete the planned interview or spend more time discussing her work in the Arctic instead.  ","0","962"
"3590","B) Incorporate into the interview several questions aimed at eliciting more information about the teachers work in the Arctic.  ","1","962"
"3591","C) Ask the teacher for time to prepare a new set of questions for an additional interview that will focus on her work in the Arctic.  ","0","962"
"3592","D) Listen attentively to what the teacher has to say about her work in the Arctic and then continue with the original set of questions as planned.   ","0","962"
"3593","A) The editor refuses to publish the names of several students who have been accused by another student of cheating on an exam.  ","0","963"
"3594","B) The editor includes critical letters and e-mails from readers among the letters that are selected to be printed in the newspaper.  ","0","963"
"3595","C) The editor refuses to accept an advertisement from the owner of a business who is the subject of a story.  ","0","963"
"3596","D) The editor insists that all reporters be able to verify the accuracy of their news stories before they are printed.   ","1","963"
"3597","A) The terrorist attacks on Sept. 11 2001.  ","1","964"
"3598","B) The 24-hour news cycle.  ","0","964"
"3599","C) The false information printed by Stephen Glass.  ","0","964"
"3600","D) The closing of the Rocky Mountain News.   ","0","964"
"3601","A) Send a note to the movies studio to ask if you can speak with someone for quotes after you watch the movie.  ","0","965"
"3602","B) Record clips of the movie with your phone to ensure accuracy in quoting the movies main lines.  ","0","965"
"3603","C) Call the movie theater and let them know that you are coming.  ","0","965"
"3604","D) Make sure you have enough pens and paper to take good notes.   ","1","965"
"3605","A) A bulletin board of story ideas for editors to consider  ","0","966"
"3606","B) A group of people who vote on what people cover what  ","0","966"
"3607","C) Group of people at a publication who strategize and determine the tone and direction  ","1","966"
"3608","D) It used to be a physical board but is now a digital place to review opinion article topics the editor would like a reporter to write   ","0","966"
"3609","A) Joseph Pulitzer.  ","0","967"
"3610","B) Frederick Douglass.  ","0","967"
"3611","C) Andrew Mulligan.  ","1","967"
"3612","D) William Randolph Hearst.       ","0","967"
"8706","Advertiser","1","3285"
"8707","Coupon","0","3285"
"8708","Ethics","0","3285"
"8709","Niche Market","0","3285"
"8710","Advertising","1","3286"
"8711","Networking","0","3286"
"8712","Shopping Products","0","3286"
"8713","Warehouse","0","3286"
"8714","Advertising Agency","1","3287"
"8715","Creative Brief","0","3287"
"8716","Boutique Advertising Agency","0","3287"
"8717","Mentor","0","3287"
"8718","Boutique Advertising Agency","1","3288"
"8719","Promotion","0","3288"
"8720","Marketing Database","0","3288"
"8721","Obsolecense","0","3288"
"8722","Brand","1","3289"
"8723","Cross-Selling","0","3289"
"8724","Frequency","0","3289"
"8725","Price Competition","0","3289"
"8726","Brand Advertising","1","3290"
"8727","Resonance Test","0","3290"
"8728","Product Life Cycle","0","3290"
"8729","Warehouse","0","3290"
"8730","Consumer","1","3291"
"8731","Marketing Functions","0","3291"
"8732","Punctual","0","3291"
"8733","Puffery","0","3291"
"8734","Corporate Advertising","1","3292"
"8735","Competition-Matching Method","0","3292"
"8736","Obsolecense","0","3292"
"8737","Unsought Products","0","3292"
"8738","Green Marketing","1","3293"
"8739","Infrastructure","0","3293"
"8740","Ethics","0","3293"
"8741","Cease-and-Desist Order","0","3293"
"8742","Industry Trade Groups","1","3294"
"8743","Lead Time","0","3294"
"8744","Frequency","0","3294"
"8745","Reference Group","0","3294"
"8746","Infomercial","1","3295"
"8747","Industry Trade Groups","0","3295"
"8748","Disclaimer","0","3295"
"8749","Corporate Culture","0","3295"
"8750","Product Advertising","1","3296"
"8751","Advertiser","0","3296"
"8752","Synergy","0","3296"
"8753","Approach","0","3296"
"8754","Advertising Campaign","1","3297"
"8755","Invoice","0","3297"
"8756","Federal Trade Commission (FTC)","0","3297"
"8757","Routine Decision Making","0","3297"
"8758","Buying Motives","1","3298"
"8759","Interpersonal Communication","0","3298"
"8760","Mobile Advertising","0","3298"
"8761","Spam","0","3298"
"8762","Consumer Behavior","1","3299"
"8763","Advertising Campaign","0","3299"
"8764","Context","0","3299"
"8765","Frequency","0","3299"
"8766","Convenience Products","1","3300"
"8767","Marketing Mix","0","3300"
"8768","Preapproach","0","3300"
"8769","Price Equilibrium","0","3300"
"8770","Culture","1","3301"
"8771","Back Translation","0","3301"
"8772","Geographic Segmentation","0","3301"
"8773","Advertiser","0","3301"
"8774","Emotional Motives","1","3302"
"8775","Psychographics","0","3302"
"8776","Trade Allowance","0","3302"
"8777","Need","0","3302"
"8778","Extensive Decision Making","1","3303"
"8779","Sample","0","3303"
"8780","Unique Selling Proposition","0","3303"
"8781","Demonstration","0","3303"
"8782","Limited Decision Making","1","3304"
"8783","Commission Systems","0","3304"
"8784","Price Equilibrium","0","3304"
"8785","Brainstorming","0","3304"
"8786","Need","1","3305"
"8787","Internship","0","3305"
"8788","Feedback","0","3305"
"8789","Focus Group","0","3305"
"8790","Patronage Motives","1","3306"
"8791","Advertising Agency","0","3306"
"8792","Shopping Products","0","3306"
"8793","Advertising Campaign","0","3306"
"8794","Rational Motives","1","3307"
"8795","Online Advertising","0","3307"
"8796","Stereotype","0","3307"
"8797","Brand Extensions","0","3307"
"8798","Reference Group","1","3308"
"8799","Mentor","0","3308"
"8800","Situational Analysis","0","3308"
"8801","Penetration Pricing","0","3308"
"8802","Routine Decision Making","1","3309"
"8803","Public Relations","0","3309"
"8804","Consumer Credit","0","3309"
"8805","Ethnocentrism","0","3309"
"8806","Shopping Products","1","3310"
"8807","Cultural Diversity","0","3310"
"8808","Generic Brand","0","3310"
"8809","Distribution Center","0","3310"
"8810","Specialty Products","1","3311"
"8811","Promotional Mix","0","3311"
"8812","Visual Merchandising","0","3311"
"8813","Primary Market Research","0","3311"
"8814","Unsought Products","1","3312"
"8815","Explicit Communicators","0","3312"
"8816","Specialty Products","0","3312"
"8817","Approach","0","3312"
"8818","Want","1","3313"
"8819","Public Relations","0","3313"
"8820","Mentor","0","3313"
"8821","Context","0","3313"
"8822","Benefit Segmentation","1","3314"
"8823","Direct Marketing","0","3314"
"8824","Image Advertising","0","3314"
"8825","Brand Image","0","3314"
"8826","Customer Profile","1","3315"
"8827","Preapproach","0","3315"
"8828","Banner Ad","0","3315"
"8829","Balance Sheet","0","3315"
"8830","Demographics","1","3316"
"8831","Imports","0","3316"
"8832","Product Advertising","0","3316"
"8833","Advertising","0","3316"
"8834","Geographic Segmentation","1","3317"
"8835","Price Equilibrium","0","3317"
"8836","Search Engine Ad","0","3317"
"8837","Federal Communications Commission (FCC)","0","3317"
"8838","Integrated Marketing Communication (IMC)","1","3318"
"8839","Intensive Distribution","0","3318"
"8840","Tie-In Promotion","0","3318"
"8841","Preapproach","0","3318"
"8842","Market Segmentation","1","3319"
"8843","Hard Skills","0","3319"
"8844","Noise","0","3319"
"8845","Target Market","0","3319"
"8846","Market Share","1","3320"
"8847","Globalization","0","3320"
"8848","Cease-and-Desist Order","0","3320"
"8849","Competition-Matching Method","0","3320"
"8850","Marketing","1","3321"
"8851","Picturing","0","3321"
"8852","Logistics","0","3321"
"8853","4C's Model","0","3321"
"8854","Marketing Concept","1","3322"
"8855","Corporate Advertising","0","3322"
"8856","Income Statement","0","3322"
"8857","Resonance Test","0","3322"
"8858","Marketing Functions","1","3323"
"8859","Brand Equity","0","3323"
"8860","Team","0","3323"
"8861","Visual Merchandising","0","3323"
"8862","Marketing Mix","1","3324"
"8863","Leadership","0","3324"
"8864","Promotional Mix","0","3324"
"8865","Deception","0","3324"
"8866","Marketing Plan","1","3325"
"8867","Focus Group","0","3325"
"8868","Rebate","0","3325"
"8869","Image Advertising","0","3325"
"8870","Mass Marketing","1","3326"
"8871","Personal Selling","0","3326"
"8872","Direct Marketing","0","3326"
"8873","Recognition Test","0","3326"
"8874","Niche Market","1","3327"
"8875","Point-of-Sale (POS) System","0","3327"
"8876","Focus Group","0","3327"
"8877","Limited Decision Making","0","3327"
"8878","Product Usage","1","3328"
"8879","Market Share","0","3328"
"8880","Product Advertising","0","3328"
"8881","Search Engine Ad","0","3328"
"8882","Psychographics","1","3329"
"8883","Marketing Functions","0","3329"
"8884","Incentive-Based System","0","3329"
"8885","Trade Credit","0","3329"
"8886","Target Market","1","3330"
"8887","Agenda","0","3330"
"8888","Trade Allowance","0","3330"
"8889","Objective-and-Task Method","0","3330"
"8890","Brand Extensions","1","3331"
"8891","Psychographics","0","3331"
"8892","Phishing","0","3331"
"8893","Rational Motives","0","3331"
"8894","Consumer Credit","1","3332"
"8895","Sample","0","3332"
"8896","Corporate Advertising","0","3332"
"8897","Search Engine Ad","0","3332"
"8898","Elastic Demand","1","3333"
"8899","Market Segmentation","0","3333"
"8900","Illustration","0","3333"
"8901","Emotional Motives","0","3333"
"8902","Inelastic Demand","1","3334"
"8903","Storyboard","0","3334"
"8904","Markdown","0","3334"
"8905","Skill Set","0","3334"
"8906","Intensive Distribution","1","3335"
"8907","Frequency","0","3335"
"8908","Indirect Channel","0","3335"
"8909","Direct Marketing","0","3335"
"8910","Licensed Brand","1","3336"
"8911","Acculturation","0","3336"
"8912","Direct Marketing","0","3336"
"8913","Consumer Behavior","0","3336"
"8914","Markdown","1","3337"
"8915","Survey","0","3337"
"8916","Consumer-Oriented Advertising","0","3337"
"8917","Advertising","0","3337"
"8918","Nonprice Competition","1","3338"
"8919","Distribution","0","3338"
"8920","Mobile Advertising","0","3338"
"8921","Globalization","0","3338"
"8922","Obsolecense","1","3339"
"8923","Search Engine Ad","0","3339"
"8924","Integrated Marketing Communication (IMC)","0","3339"
"8925","Point-of-Sale (POS) System","0","3339"
"8926","Penetration Pricing","1","3340"
"8927","Trade Allowance","0","3340"
"8928","Blog","0","3340"
"8929","Dumping","0","3340"
"8930","Price Competition","1","3341"
"8931","Empowering","0","3341"
"8932","Communication Channel","0","3341"
"8933","Value","0","3341"
"8934","Price Equilibrium","1","3342"
"8935","Ethnocentrism","0","3342"
"8936","Gross Domestic Product (GDP)","0","3342"
"8937","Recognition Test","0","3342"
"8938","Price Skimming","1","3343"
"8939","Marketing Mix","0","3343"
"8940","Green Marketing","0","3343"
"8941","Market Response Model","0","3343"
"8942","Product Life Cycle","1","3344"
"8943","Cultural Diversity","0","3344"
"8944","Advertising Plan","0","3344"
"8945","Industry Trade Groups","0","3344"
"8946","Product Line","1","3345"
"8947","Product Mix","0","3345"
"8948","Psychographics","0","3345"
"8949","Boycott","0","3345"
"8950","Product Mix","1","3346"
"8951","Consumer Behavior","0","3346"
"8952","Channel of Distribution","0","3346"
"8953","Voluntary Attention","0","3346"
"8954","Trade Credit","1","3347"
"8955","Cost of Living","0","3347"
"8956","Lead Time","0","3347"
"8957","Brand Image","0","3347"
"8958","Trademark","1","3348"
"8959","Personal Selling","0","3348"
"8960","Public Relations","0","3348"
"8961","Invoice","0","3348"
"8962","Business-to-Business Marketing","1","3349"
"8963","Culture","0","3349"
"8964","Back Translation","0","3349"
"8965","Elastic Demand","0","3349"
"8966","Channel of Distribution","1","3350"
"8967","Mass Communication","0","3350"
"8968","Income Statement","0","3350"
"8969","Direct Channel","0","3350"
"8970","Direct Channel","1","3351"
"8971","Price Skimming","0","3351"
"8972","Product Usage","0","3351"
"8973","Target Market","0","3351"
"8974","Distribution","1","3352"
"8975","Brand Image","0","3352"
"8976","Brand Awareness","0","3352"
"8977","Cinema Advertising","0","3352"
"8978","Distribution Center","1","3353"
"8979","Public Relations","0","3353"
"8980","Hedonic Needs","0","3353"
"8981","Corporate Culture","0","3353"
"8982","Electronic Data Interchange (EDI)","1","3354"
"8983","Disclaimer","0","3354"
"8984","Marketing Database","0","3354"
"8985","Mass Communication","0","3354"
"8986","Exports","1","3355"
"8987","Workplace Bullying","0","3355"
"8988","Trade Credit","0","3355"
"8989","Subliminal Message","0","3355"
"8990","Imports","1","3356"
"8991","Integrated Marketing Communication (IMC)","0","3356"
"8992","Cultural Diversity","0","3356"
"8993","Indirect Channel","0","3356"
"8994","Indirect Channel","1","3357"
"8995","Convenience Products","0","3357"
"8996","Visual Diversity","0","3357"
"8997","Skill Set","0","3357"
"8998","Invoice","1","3358"
"8999","Context","0","3358"
"9000","Empowering","0","3358"
"9001","Green Marketing","0","3358"
"9002","Kiosk","1","3359"
"9003","Elastic Demand","0","3359"
"9004","Boutique Advertising Agency","0","3359"
"9005","Branding","0","3359"
"9006","Logistics","1","3360"
"9007","Acculturation","0","3360"
"9008","Positioning","0","3360"
"9009","Product Advertising","0","3360"
"9010","Point-of-Sale (POS) System","1","3361"
"9011","Online Advertising","0","3361"
"9012","Ethics","0","3361"
"9013","Culture","0","3361"
"9014","Purchase Order","1","3362"
"9015","Product Advertising","0","3362"
"9016","Marketing Database","0","3362"
"9017","Voluntary Attention","0","3362"
"9018","Supply Chain","1","3363"
"9019","Kiosk","0","3363"
"9020","Fee System","0","3363"
"9021","Press Release","0","3363"
"9022","Warehouse","1","3364"
"9023","Agenda","0","3364"
"9024","Demonstration","0","3364"
"9025","Return on Investment (ROI)","0","3364"
"9026","Approach","1","3365"
"9027","Federal Trade Commission (FTC)","0","3365"
"9028","Brand Advertising","0","3365"
"9029","Frequency","0","3365"
"9030","Close","1","3366"
"9031","Federal Trade Commission (FTC)","0","3366"
"9032","Product Life Cycle","0","3366"
"9033","Copywriting","0","3366"
"9034","Demonstration","1","3367"
"9035","4C's Model","0","3367"
"9036","Specialty Products","0","3367"
"9037","Benefit Segmentation","0","3367"
"9038","Direct Marketing","1","3368"
"9039","Purchase Order","0","3368"
"9040","Brand Loyalty","0","3368"
"9041","Voluntary Attention","0","3368"
"9042","Endorsement","1","3369"
"9043","Copywriting","0","3369"
"9044","Transit Advertising","0","3369"
"9045","Patronage Motives","0","3369"
"9046","Follow-Up","1","3370"
"9047","Recognition Test","0","3370"
"9048","Trade Credit","0","3370"
"9049","Internship","0","3370"
"9050","Personal Selling","1","3371"
"9051","Point-of-Sale (POS) System","0","3371"
"9052","Brand Awareness","0","3371"
"9053","Copywriting","0","3371"
"9054","Preapproach","1","3372"
"9055","Culture","0","3372"
"9056","Agenda","0","3372"
"9057","Advertising","0","3372"
"9058","Press Release","1","3373"
"9059","Return on Investment (ROI)","0","3373"
"9060","Mass Communication","0","3373"
"9061","Initiative","0","3373"
"9062","Promotion","1","3374"
"9063","Frequency","0","3374"
"9064","Punctual","0","3374"
"9065","Affirmative Disclosure","0","3374"
"9066","Promotional Mix","1","3375"
"9067","Cultural Diversity","0","3375"
"9068","Interpersonal Communication","0","3375"
"9069","Sample","0","3375"
"9070","Promotional Plan","1","3376"
"9071","Boycott","0","3376"
"9072","Social Media","0","3376"
"9073","Preapproach","0","3376"
"9074","Public Relations","1","3377"
"9075","Ethnocentrism","0","3377"
